11th Street & 4th Avenue,40.732508,-73.990223
11th Street & 1st Avenue,40.729772,-73.984132
119th & 2nd,40.799017,-73.936331
116th & Lenox,40.80206,-73.949771
116th & Frederick Douglass,40.80445,-73.955458
116th & Amsterdam,40.806824,-73.961079
114th & Amsterdam,40.805559,-73.96204
112th & Amsterdam,40.80431,-73.962914
110th & Frederick Douglass,40.800854,-73.958664
110th & Amsterdam,40.803028,-73.963853
10th Street & 5th Ave,40.734038,-73.995433
10th & Hudson,40.73425,-74.00617
108th & Columbus,40.800568,-73.96196
105th & Madison,40.792921,-73.950084
105th & Amsterdam,40.799791,-73.96619
104th & Broadway,40.799814,-73.96827
